Name,Bibcode,Type,ET,P,dPdt,Pc,BibcodeP,Solver,q,QT,i,a,Omega,f,r1p,r2p,T1,T2,M1,M2,R1,R2,L1,L2,L3,d,Age,Spots
NSVS 8040227,2018PASA...35....8K,A,0,0.2237144,,,,PHOEBE,0.522,PH,67.2,1.6,2.868,0.160764,0.419014,0.311768,4674,4430,0.73,0.38,0.72,0.54,0.222,0.1,0,,,1
NSVS 8626028,2015MNRAS.448.2890D,A,0,0.217407,,,,PHOEBE,0.805,PH,65.9,1.54,3.33,0.21094,0.387682,0.351662,4318,4095,0.57,0.47,0.63,0.57,0.13,0.09,1,,,1
NSVS 9045055,2019AJ....158..186K,W,1,0.354588953,,,,PHOEBE,0.202,PH,82.7,2.82,2.198788,0.302415,0.495595,0.243904,5800,6005,1.99,0.403,1.51,0.751,2.32,0.657,0,727,2.15,1
NSVS 908513,2016RAA....16..135K,A,0,0.399592,,,,PHOEBE,0.709,PH,75.15,2.312,3.2,0.145666,0.393658,0.33654,5923,5615,0.607,0.43,0.976,0.839,1.031,0.646,0,,6.55,1
NSVS 925605,2015MNRAS.448.2890D,A,0,0.217629,,,,PHOEBE,0.678,PH,57.2,1.542,2.93,0.702136,0.433296,0.370246,3812,3135,0.62,0.42,0.73,0.64,0.11,0.024,1,,,1
NW Aps,2005Ap&SS.300..329W,A,1,1.065558,,,,WD,0.1,PH,85.1,,1.93,0.445668,0.542854,0.200216,6640,6229,,,,,,,0,,,0
OGLE BW1 V26,1999JASS...16..217K,A,0,0.8556,,,,WD,0.406,PH,53.7,4.075,2.6014,0.359481,0.448246,0.301422,6573,6573,0.88,0.36,1.95,1.3,6.373,2.832,0,,1.972,0
OGLE BW1 V37,1999JASS...16..217K,A,0,0.7007,,,,WD,0.4,PH,51.7,3.557,2.5387,0.573445,0.45977,0.311722,7024,6814,0.88,0.35,1.78,1.17,6.924,2.65,0,,2.043,0
OGLE BW1 V38,1999JASS...16..217K,A,0,0.4814,,,,WD,0.318,PH,67.5,2.66,2.3281,0.897448,0.489556,0.308142,5830,5770,0.83,0.26,1.44,0.88,2.151,0.771,0,,4.291,0
OGLE BW1 V48,1999JASS...16..217K,A,0,0.4419,,,,WD,0.414,PH,68.9,2.513,2.6269,0.319161,0.444787,0.301043,6047,6006,0.77,0.32,1.2,0.8,1.729,0.748,0,,4.772,0
OGLE BW1 V69,1999JASS...16..217K,A,0,0.5024,,,,WD,0.404,PH,66,2.615,2.5928,0.381742,0.449628,0.302232,4413,4413,0.68,0.27,1.26,0.845,0.541,0.243,0,,10.647,0
OGLE BW1 V79,1999JASS...16..217K,A,0,1.018,,,,WD,0.403,PH,58.6,4.462,2.654287,0.121,0.437602,0.288816,6103,5495,0.82,0.33,2.1,1.34,5.493,1.47,0,,2.972,0
OGLE GD-ECL-04451,2016arXiv160201552G,W,0,0.41731592,,,,WD,0.344,PH,76.9,,2.496316,0.303431,0.457894,0.284822,5521,5660,,,,,,,0,,,1
OGLE J003835.24-735413.2,2017AcAau.134..303D,W,0,0.26909,,,,WD,0.769,PH,63.09,2.217,3.321862,0.097,0.384059,0.340395,4470,4725,1.14,0.88,0.86,0.77,0.5,0.4,0,,,1
OGLE J004619.65-725056.2,2017AcAau.134..303D,A,0,0.37663,,,,WD,0.81,PH,73.69,2.811,3.33586,0.2157,0.387509,0.35252,5850,5718,1.16,0.94,1.13,1.03,1.19,0.99,0,,,0
OGLE J050542.01-691725.9,2011RAA....11..175S,W,0,0.2775,,,,WD,0.77,PH,74.29,,3.339536,0.05942,0.381658,0.338131,5052,5110,,,,,,,0,,,0
OGLE J051206.93-685645.1,2011RAA....11..175S,A,0,0.6213,,,,WD,0.88,PH,74.44,,3.544035,0.0168,0.367897,0.34657,9439,7855,,,,,,,0,,,0
OGLE J053247.54-694403.1,2011RAA....11..175S,W,0,0.331,,,,WD,0.81,PH,61.07,,3.380242,0.1182,0.38119,0.346118,5461,5560,,,,,,,0,,,0
OGLE J053251.73-700256.2,2011RAA....11..175S,W,0,0.2972,,,,WD,0.92,PH,78.77,,3.548052,0.139593,0.372319,0.358437,4722,5278,,,,,,,0,,,0
OGLE J053540.37-695413.9,2011RAA....11..175S,A,0,0.2916,,,,WD,0.51,PH,67.87,,2.8638,0.1027,0.417846,0.306719,5940,5748,,,,,,,0,,,0
OGLE J054701.27-705623.3,2011RAA....11..175S,A,0,0.427,,,,WD,0.76,PH,87.32,,3.13429,0.4961,0.411283,0.366216,9351,9184,,,,,,,0,,,0
OO Aql,2016RAA....16....2L,A,1,0.506792,,,,WD,0.846,SP,87.72,3.346,3.3477,0.312124,0.390671,0.36298,6100,5926,1.06,0.897,1.406,1.309,2.453,1.894,0,,7.246,0
OQ Cam,2020arXiv200513966G,W,0,0.4378401,0.038016,,,WD,0.479,PH,73.1,2.69,2.777,0.202789,0.427966,0.306949,5676,5721,,,1.23,0.89,1.19,0.79,0,,,0
OU Ser,2011MNRAS.412.1787D,A,0,0.296768,,,,WD,0.173,SP,50.47,2.093,2.09,0.667473,0.516452,0.245289,5940,5759,1.187,0.205,1.155,0.544,1.488,0.292,0,,7.955,0
OW Leo,2020arXiv200713360Z,W,0,0.32554052,,,,WD,0.328,PH,68.2,2.15,2.500984,0.128175,0.454041,0.273165,5665,5885,0.95,0.31,1.04,0.63,1.01,0.43,0,,5.33,0
PP Lac,2020NewA...7701352K,W,1,0.401163,,19.7,2005NewA...11...52Q,PHOEBE,0.391,PH,84.7,2.779,2.59589,0.270058,0.44672,0.293805,5890,6260,1.284,0.502,1.337,0.888,1.926,1.084,0,,3.361,1
PY Aqr,2019JAVSO..47...29S,W,1,0.402093472,0.000133,,,WD,0.325,PH,83.57,2.52,2.483,0.186731,0.45714,0.275046,5750,5883,0.92,0.32,,,,,1,,,1
PY Boo,2019NewA...68...20K,W,1,0.278049,-0.062085,,,PHOEBE,0.222,PH,77.76,1.924,2.26041,0.177593,0.485172,0.246076,4770,5080,1.011,0.224,1.004,0.51,0.139,0.147,0,,10.932,1
PY Lyr,2006AIPC..848..417M,A,0,0.38593,,,,WD,0.578,PH,74.66,,2.982,0.120411,0.408671,0.317931,6980,6980,,,,,,,0,,,1
PY Vir,2013AJ....145...39Z,A,0,0.311248,,5.22,,WD,0.773,SP,69.53,2.3,3.3691,0.003462,0.377927,0.33501,4830,4702,0.95,0.74,0.923,0.819,0.415,0.293,0,,,0
PZ UMa,2019PASJ...71...39Z,W,1,0.26267489,,13.22,,WD,0.178,PH,74.8,1.67,2.131673,0.396382,0.506853,0.237945,4972,5430,0.77,0.14,0.92,0.43,0.46,0.15,0,,8.764,1
QT UMa,2017JAVSO..45..133M,W,0,0.4735397,0.09504,,,WD,0.585,PH,81.9,3.4,2.98538,0.145928,0.409143,0.320356,5497,6053,1.48,0.87,1.49,1.17,1.82,1.66,0,,2.407,1
QW Gem,2013SerAJ.186...47C,W,0,0.35812272,-0.022032,,2017RAA....17..112W,DC,0.334,SP,80.2,2.56,2.51,0.146121,0.45335,0.275376,6200,6370,1.3,0.44,1.24,0.76,1.976,0.787,1,,4.017,0
QX And,2011A&A...525A..66D,A,0,0.4121716,0.023328,,2011NewA...16..194R,DC,0.306,SP,54.6,2.89,2.41,0.364465,0.468837,0.278281,6440,6420,1.47,0.45,1.46,0.88,3.16,1.14,0,416,4.179,0
ROTSE1 J164341.65+251748.1,2016RMxAA..52..339M,W,1,0.3234561,,,,WD,0.342,PH,84.35,,2.52,0.181316,0.452897,0.278906,5648,5873,,,,,,,0,,,1
ROTSE1 J180616.31+280109.1,2004IBVS.5547....1W,A,1,0.6600655,,,,Binary Maker,0.621,PH,66,,3.065606,0.1,0.401709,0.322693,7390,5900,,,,,,,0,,,0
RR Cen,2005PASJ...57..983Y,A,1,0.60569079,0.010454,60.1,,WD,0.21,SP,81,3.92,2.1994,0.434061,0.497176,0.25161,6912,6891,1.82,0.38,2.1,1.05,8.89,2.2,1,,2.37,0
RS Col,1987MNRAS.227..381M,A,0,0.67235579,,,,WUMA3,0.5,PH,68.7,,2.650413,0.755,0.455499,0.34371,5950,5789,,,,,,,0,,,0
RT LMi,2010MNRAS.408..464Z,W,1,0.3749173,,46.7,2008PASJ...60...77Q,WD,0.382,SP,83.2,2.654,2.575,0.282813,0.449129,0.292451,6200,6350,1.307,0.479,1.293,0.806,2.182,0.933,0,,3.695,0
RV CVn,2014ASPC..482..163L,W,1,0.2695678,,,,WD,0.575,PH,86.4,,2.984863,0.096063,0.40776,0.31613,4607,4750,,,,,,,0,,,1
RV Psc,2009Ap&SS.321..209H,A,0,0.55399145,-0.005089,,,WD,0.598,PH,84.2,,3.039,0.05831,0.402506,0.317186,6300,6283,,,,,,,0,,,0
RW Com,2011MNRAS.412.1787D,W,0,0.237346,-0.005236,13.3,2002A&A...384..908Q,WD,0.471,SP,72.43,1.723,2.769901,0.176115,0.427926,0.304148,4517,4830,0.826,0.389,0.787,0.562,0.231,0.154,0,,8.213,0
RW Dor,2019PASJ...71...34S,W,0,0.285462985,-0.00083,49.92,,WD,0.63,SP,77.2,2.03,3.108696,0.026321,0.396367,0.319657,5287,5560,0.82,0.52,0.881,0.703,0.534,0.423,0,,4.65,0
RW PsA,1979ApJ...231..502L,A,0,0.36045011,,,1988A&AS...73..437C,WD,0.813,PH,77.45,,3.405,0.074807,0.378136,0.343649,5600,5325,,,,,,,0,,,0
RZ Com,2019IBVS.6266....1N,W,1,0.3385075,0.003335,,,WD,0.46,SP,86.8,2.49,2.75069,0.171163,0.429544,0.30195,5257,5420,1.249,0.573,1.15,0.82,1.63,0.93,1,203.1,4.392,1
RZ Tau,2003AJ....126.1960Y,A,1,0.41567758,0.008355,60,,WD,0.376,SP,83.57,3.11,2.4995,0.56057,0.463319,0.305415,7300,7200,1.7,0.64,1.56,1.04,6.19,2.6,0,,2.768,1
S Ant,1982A&AS...47..211R,A,0,0.6483358,0.007154,,2001MNRAS.328..914Q,WD,0.59,PH,69.49,3.405,3.014,0.089798,0.405317,0.317889,7800,7340,0.79,0.47,1.46,1.13,7.07,3.32,0,,1.936,0
SDSS J012119.10-001949.9,2015RAA....15.2237J,A,1,0.2052,,,,WD,0.5,PH,83.9,1.342,2.8111,0.216839,0.425352,0.311277,3840,3812,0.51,0.26,0.61,0.45,0.072,0.04,1,,,0
SS Ari,2009Ap&SS.321...19L,W,0,0.40598629,-0.034819,37.75,,WD,0.308,SP,77.31,2.76,2.4652,0.093791,0.45758,0.266893,5488,5860,1.3,0.4,,,,,0,,,1
SS Com,2006AJ....131.1032Q,A,1,0.412807257,,,,WD,0.286,PH,83.66,2.91,2.346,0.496886,0.478894,0.278744,6750,6699,1.51,0.43,,,,,0,,,0
ST Ind,1997BABel.155...47D,A,0,0.401888,,,,DC,0.331,PH,74.5,,2.5337,0.000308,0.448101,0.268369,6200,6040,,,,,,,0,,,1
SW Lac,2005AcA....55..123G,W,0,0.3207158,,,,WD,0.787,SP,79.8,2.566,3.237795,0.354653,0.39897,0.35947,5515,5800,1.24,0.964,1.09,0.976,0.971,0.953,0,,,1
SX Crv,2004AcA....54..299Z,A,0,0.3165992,-0.091126,,,WD,0.079,SP,61.21,2.157,1.877,0.271871,0.553057,0.181963,6340,6160,1.246,0.098,1.347,0.409,2.632,0.216,0,,8.08,1
SY Hor,2017AIPC.1815h0026Y,W,0,0.31163838,,,,WD,0.629,PH,81.78,,3.096604,0.053525,0.398047,0.321057,4923,5240,,,,,,,0,,,0
SZ Hor,2011MNRAS.412.1787D,A,0,0.625102,,,,WD,0.47,SP,80.36,4.277,2.778,0.140656,0.426321,0.302109,6881,5183,1.823,0.857,1.946,1.381,7.605,1.234,0,,,0
TT Cet,2011MNRAS.412.1787D,A,0,0.485952,,,,WD,0.39,SP,82.25,3.726,2.638558,0.08,0.438334,0.284323,6765,5230,2.109,0.823,1.729,1.155,5.608,0.894,0,,,0
TU Boo,2008AJ....136.1089C,A,1,0.3242836,0.029894,,,WD,0.496,PH,89.2,2.29,2.8365,0.109284,0.420365,0.304882,5900,5870,1.027,0.51,1.03,0.75,1.107,0.575,0,290,9.013,1
TV Mus,2005AJ....130..224Q,A,1,0.4456794,-0.018662,29.1,,WD,0.166,SP,77.15,2.98,2.0664,0.7421,0.521031,0.244688,5980,5808,1.35,0.22,1.7,0.83,3.33,0.71,0,,4.313,0
TW Cet,2011MNRAS.412.1787D,W,0,0.316851,,,,WD,0.75,SP,81.18,2.329,3.305568,0.06,0.383847,0.335994,5753,5865,0.963,0.722,0.95,0.831,0.886,0.733,0,,2.852,0
TW Cru,2015JAVSO..43..151M,A,0,0.2881444,,,,Binary Maker,0.667,PH,70.8,,3.141743,0.11,0.396508,0.329183,5170,5000,,,,,,,0,,,1
TX Cnc,2011MNRAS.412.1787D,W,0,0.382883,0.003197,,2009AJ....138..680Z,WD,0.455,SP,62.19,2.762,2.741583,0.170047,0.430352,0.300998,6121,6250,1.322,0.602,1.271,0.892,2.03,1.088,0,,4.059,0
TY Boo,2015RAA....15..501E,W,0,0.3171506,0.000583,,,WD,0.443,PH,78.76,2.345,2.754559,0.034733,0.426015,0.291983,5483,5732,1.19,0.53,1.06,0.73,0.92,0.52,0,,5.291,1
TY Pup,2018AJ....156..199S,W,1,0.8192406,0.004812,3.62,,WD,0.25,SP,83.64,4.653,2.219999,0.843,0.500884,0.283179,6900,6915,1.65,0.303,2.636,1.373,14.112,3.862,0,,1.107,0
TY UMa,2015AJ....149..120L,W,1,0.35454813,0.044755,51.7,,WD,0.396,SP,84.9,2.74,2.638565,0.132607,0.439425,0.288085,6229,6250,1.57,0.62,1.29,0.85,0.99,0.63,0,,4.522,1
TYC 01963-0488-1,2016JAVSO..44...87A,A,1,0.427036,,,,WD,0.248,PH,81.99,2.91,2.294,0.346679,0.482933,0.260943,6705,6544,1.37,0.405,1.46,0.78,3.88,1,0,,4.334,1
TYC 1397-1030-1,2018AcA....68..449A,W,1,0.2910143,,7.66,,PHOEBE,0.354,PH,81.35,2.05,2.547,0.163794,0.449613,0.280684,5620,5807,1,0.35,0.96,0.6,0.83,0.37,1,184,6.583,0
TYC 1597-2327-1,2018AcA....68..449A,W,1,0.2851393,,,,PHOEBE,0.431,PH,83.61,2.03,2.717,0.090673,0.430817,0.292649,5380,5600,0.97,0.42,0.92,0.63,0.64,0.35,0,245,6.906,0
TYC 1664-110-1,2016AcA....66..357A,W,1,0.28296158,,,,PHOEBE,0.356,PH,88.88,1.95,2.542,0.204977,0.450964,0.283034,4894,4995,0.92,0.33,0.92,0.57,0.434,0.184,0,,9.486,1
TYC 2675-663-1,2010A&A...514A..36C,A,0,0.4223576,,,,PHOEBE,0.81,SP,65.2,3.141,3.37,0.1407,0.38263,0.347575,6480,5534,1.29,1.04,1.22,1.11,2.4,1.04,1,,,1
TYC 3836-0854-1,2014NewA...31....1A,A,1,0.415559,0.095904,,2017PASP..129l4204L,WD,0.206,PH,78.6,2.779,2.1693,0.592343,0.503639,0.256077,6200,6186,1.383,0.284,1.5,0.763,3.155,1.303,0,,3.076,0
TYC 4157-0683-1,2014NewA...31....1A,A,1,0.3960676,,,,WD,0.15,PH,79.67,2.64,2.0302,0.763269,0.527118,0.237842,6037,5888,1.367,0.206,1.499,0.667,2.691,0.482,0,,5.535,1
TYC 4377-482-1,2017BlgAJ..27...83K,A,0,0.334562,,,,PHOEBE,0.845,PH,60.4,,3.448,0.096278,0.376343,0.34829,5650,5370,,,,,,,0,,,1
TYC 5532-1333-1,2020MNRAS.493.1565D,W,1,0.474492,-0.343872,11,,WD,0.232,PH,86.73,3.149,2.2551,0.377361,0.488603,0.25704,6380,6401,1.51,0.35,1.67,0.9,4.02,1.15,1,,2.616,0
TYC 6408-989-1,2020arXiv200901472T,A,0,0.470796,,,,WD,0.27,PH,69.31,,2.3985,0.002687,0.464336,0.253709,6990,5089,,,,,,,0,,,0
TZ Boo,2011AJ....142...99C,W,1,0.29715993,-0.001814,31.18,,WD,0.207,SP,85.45,1.99,2.18,0.531299,0.501266,0.254199,5890,5926,0.99,0.21,1.08,0.56,1.26,0.33,1,,5.506,1
U Peg,2001A&A...367..840D,W,0,0.37478048,,,,DC,0.331,SP,76.1,2.533,2.50361,0.149477,0.454129,0.274886,5600,5800,1.17,0.39,1.23,0.75,1.29,0.55,0,,5.023,1
UCAC2 31686238,2012PASP..124..535C,W,0,0.34986235,,,,PHOEBE,0.373,PH,45.87,3.55,2.622761,0.000106,0.4384,0.277282,4695,5600,3.58,1.34,1.68,1.025,1.231,0.928,0,,,1
UCAC2 31686253,2012PASP..124..535C,W,0,0.281681478,,,,PHOEBE,0.41,PH,46.2,2.46,2.698441,0.001323,0.430714,0.284506,5360,5850,1.78,0.73,1.14,0.75,0.963,0.591,0,,1.784,1
UCAC4 436-062932,2016AJ....152...57D,A,1,0.361456,,,,DC,0.4,PH,87.3,2.1,2.6593,0.077037,0.436175,0.286146,4590,4580,0.7,0.3,1,0.65,0.399,0.167,0,,,1
UCAC4 440-022220,2011NewA...16...68M,A,0,0.421,,,,PHOEBE,1,PH,68.73,,3.709,0.075478,0.36121,0.36121,4732,4594,,,,,,,0,,,0
UCAC4 479-113658,2019NewA...69...21E,W,0,0.20569,,,,DC,0.195,PH,68.4,1.36,2.1668,0.429128,0.501878,0.245835,4300,4309,0.67,0.13,0.74,0.37,0.166,0.042,0,,,1
UCAC4 479-113711,2019NewA...69...21E,W,1,0.35292,,,,DC,0.1,PH,78.4,2.43,1.9008,0.892807,0.551501,0.211652,6630,6640,1.4,0.14,1.47,0.58,3.698,0.581,0,,3.343,1
UCAC4 525-135123,2015CoSka..45...28K,A,0,0.280628,,,,PHOEBE,0.624,PH,76,,3.06,0.130008,0.403025,0.324844,5361,4972,,,,,,,0,,,1
USNO-A2.0 1200-18678842,2015NewA...34...47E,A,0,0.442868,,,,WD,0.3,PH,53.23,2.761,2.466,0.003585,0.456025,0.261362,5767,5562,1.107,0.3323,1.2038,1.1359,1.436,1.106,0,,3.638,0
USNO-A2.0 1350-17365531,2019RAA....19...14K,A,0,0.2663764,,,,PHOEBE,0.421,PH,79.08,1.86,2.7,0.080693,0.432235,0.290314,5155,5104,0.868,0.365,0.866,0.5883,0.474,0.207,0,,,1
USNO-A2.0 1575-02740973,2012NewA...17...93P,W,0,0.340729,,,,PHOEBE,0.971,PH,64.5,,3.684466,0.034051,0.36085,0.355919,5660,5930,,,,,,,0,,,0
USNO-B1.0 1395-0370184,2016SerAJ.193...27K,A,0,0.251124,,,,PHOEBE,0.968,PH,72.1,,3.69041,0.014,0.359769,0.354341,4760,4690,,,,,,,0,,,1
USNO-B1.0 1395-0370731,2016SerAJ.193...27K,A,0,0.3512882,,,,PHOEBE,0.845,PH,66.6,,3.376886,0.247,0.386301,0.358354,5030,4970,,,,,,,0,,,1
USNO-B1.0 1411-00397871,2012NewA...17...93P,W,0,0.371782,,,,PHOEBE,0.787,PH,49.4,,3.16006,0.528271,0.411153,0.37188,4585,5100,,,,,,,0,,,0
USNO-B1.0 1452-00049820,2018AJ....156...77K,A,1,0.3781497,,,,PHOEBE,0.111,PH,71.75,2.502,1.9923,0.00167,0.527944,0.195953,6400,6300,1.32,0.15,1.43,0.531,3.03,0.39,0,,5.892,0
UU Lyn,2007ChJAA...7..251Z,A,1,0.46846,-0.00159,,,WD,0.39,PH,89.2,3.31,2.6475,0.042493,0.436664,0.282572,6700,4791,1.6,0.62,1.54,0.99,4.28,0.46,1,,,0
UV Lyn,2005AcA....55..389Z,W,0,0.41498402,0.042163,,2001CoSka..31..129V,WD,0.372,SP,67.6,2.872,2.578212,0.188714,0.446794,0.285845,5770,6000,1.344,0.501,1.376,0.858,1.86,0.84,0,,4.229,1
UW CVn,1995AcA....45..753K,W,1,0.29246584,,,,WD,0.245,PH,82.2,,2.31,0.201903,0.478695,0.254321,5500,5889,,,,,,,0,,,0
UX Eri,2011MNRAS.412.1787D,W,0,0.445289,0.006653,45.3,2007AJ....134.1769Q,WD,0.373,SP,75.7,3.069,2.575718,0.204404,0.447379,0.286711,6006,6093,1.421,0.53,1.47,0.945,2.519,1.103,0,,3.464,0
UX Ret,2005Ap&SS.295..463W,A,1,0.490104,,,,WD,0.503,PH,78.86,,2.67,0.704908,0.452147,0.341012,6640,6503,,,,,,,0,,,0
UY UMa,2019JASS...36..265K,A,1,0.37602172,,,,WD,0.206,PH,81.35,2.442,2.167,0.606047,0.504159,0.256519,5900,5882,1.151,0.237,1.342,0.696,1.95,0.52,1,745,5.497,0
UZ CMi,2013AJ....145...91Q,A,1,0.551362,0.003542,21.1,,WD,0.452,PH,87.04,,2.6774,0.385056,0.441708,0.311987,6250,6194,,,,,,,1,,,0
UZ Leo,2018PASP..130c4201L,W,1,0.618044426,0.030154,139,,WD,0.306,SP,89.56,4.213,2.3375,0.747719,0.484989,0.296806,6980,7094,2.01,0.62,2.23,1.4,10.6,3.68,1,388,1.418,1
UZ Oct,1984A&A...130...97L,A,1,1.1493782,,,,WD,0.275,PH,78.49,,2.3641,0.267975,0.472706,0.265668,6605,6569,,,,,,,0,,,0
V0338 Dra,2018NewA...62...46K,A,1,0.2351893,,,,PHOEBE,0.53,PH,88.2,,2.881945,0.165373,0.417976,0.313359,4417,4417,,,,,,,0,,,1
V0416 Gem,2017RMxAA..53..235K,A,0,0.25625,,,,PHOEBE,0.149,PH,73.2,,2.037313,0.661639,0.524891,0.233862,5420,5420,,,,,,,0,,,1
V0449 Peg,2017NewA...56...14T,W,0,0.352656818,,,,Binary Maker,0.357,PH,75,,2.447792,0.642619,0.470637,0.305171,5500,6200,,,,,,,0,,,0
V0473 Cam,2017RMxAA..53..235K,A,1,0.298438,,,,PHOEBE,0.47,PH,84.7,,2.66,0.558451,0.448207,0.325463,5361,5161,,,,,,,0,,,1
V0637 Peg,2017RMxAA..53..235K,A,1,0.311791,,,,PHOEBE,0.501,PH,88,,2.73,0.494003,0.440244,0.32742,4997,4681,,,,,,,0,,,0
V0951 Per,2018NewA...62...46K,A,0,0.2704755,,,,PHOEBE,0.658,PH,76.56,,3.12,0.127638,0.398602,0.329143,4778,4620,,,,,,,0,,,0
V1003 Her,2015Ap&SS.357...59P,W,0,0.4933265,,,,PHOEBE,0.373,SP,38,3.74,2.541045,0.357055,0.454273,0.294207,6312,6936,,,,,,,0,,,0
V1005 Her,2019MNRAS.tmp.2223Z,W,1,0.27896107,-0.080093,18.1,,WD,0.304,PH,88.35,,2.453036,0.111527,0.459313,0.266632,5535,5560,,,,,,,0,,,1
V1007 Cas,2018PASP..130g4201L,W,1,0.33200799,-0.015379,,,WD,0.297,PH,81.9,2.3,2.445465,0.080362,0.459708,0.263794,4913,5135,1.14,0.34,1.16,0.69,1.44,0.51,0,,4.884,1
V1009 Per,2019RMxAA..55...65M,A,1,0.2341369,-0.019958,,,WD,0.362,PH,85.97,1.694,2.534,0.294396,0.453651,0.288626,5280,5253,0.874,0.317,0.864,0.474,0.521,0.153,0,,,1
V1033 Her,2019MNRAS.487.5520L,W,1,0.29805128,0.0108,,,WD,0.256,PH,84.28,2.89,2.349487,0.113287,0.472226,0.254243,5137,5501,2.89,0.74,,,,,0,,,1
V1044 Her,2016NewA...48...58L,W,0,0.24064058,,14.1,,WD,0.833,PH,78.65,,3.45715,0.034287,0.373577,0.343112,4377,4575,,,,,,,0,,,1
V1062 Her,2019MNRAS.487.5520L,W,1,0.25143577,,14.377,,WD,0.405,PH,87.49,2.3,2.58583,0.414118,0.451104,0.30406,4715,5121,1.83,0.74,,,,,0,,,1
V1067 Her,2017NewA...50...12D,A,0,0.28106748,-0.02592,,,WD,0.359,PH,79.54,1.845,2.5558,0.165409,0.448698,0.281757,4838,4559,0.786,0.281,0.879,0.771,0.38,0.228,0,223,11.592,0
V1071 Per,2020MNRAS.497.3381G,W,0,0.3598447,,,,WD,0.378,PH,60.2,,2.610608,0.091794,0.44145,0.282353,5350,5665,,,,,,,1,,,1
V1073 Cyg,2018RAA....18...20T,A,0,0.7858506,-0.004173,82.7,,WD,0.303,SP,68.4,5.172,2.45,0.121013,0.459831,0.266886,7300,6609,1.81,0.549,2.545,1.481,16.514,3.757,0,,1.897,0
V1094 Cas,2019JAVSO..47...40W,A,1,0.514,,,,WD,0.235,PH,80.6,,2.275,0.286906,0.484608,0.254497,6250,5568,,,,,,,0,,,0
V1101 Her,2017AJ....154..260P,A,0,0.3826597,,13.9,,WD,0.8,PH,71.15,,3.353,0.142028,0.383715,0.346599,5920,5690,,,,,,,0,,,1
V1104 Her,2015AJ....149..148L,W,0,0.22787607,-0.002506,8.28,,WD,0.63,PH,83.5,1.669,3.072149,0.126042,0.40201,0.325426,3908,4050,0.74,0.46,,,,,0,,,1
V1107 Cas,2016PASJ...68...31L,W,0,0.27341123,-0.013133,6.74,,WD,0.556,PH,72.3,1.825,2.932999,0.151837,0.413439,0.316566,4657,5200,0.7,0.39,0.68,0.52,0.196,0.178,1,,6.818,0
V1115 Cas,2019AJ....158..186K,W,1,0.32329,0.342835,,,PHOEBE,0.164,PH,83.2,2.119,2.096647,0.424442,0.512719,0.233159,5533,5848,1.049,0.172,1.181,0.548,1.17,0.314,0,691,5.364,1
V1123 Tau,2012NewA...17..603E,W,0,0.3999441,,,,WD,0.279,SP,74.01,2.68,2.367746,0.295456,0.472703,0.267944,5821,5920,1.27,0.35,1.36,0.78,1.91,0.66,1,,4.019,1
V1128 Tau,2014AJ....148..126C,W,1,0.305371,-0.002989,12.54,,DC,0.534,SP,86,2.27,2.8982,0.133974,0.415779,0.312166,6200,6400,1.1,0.58,1.01,0.76,1.294,0.839,0,139,4.32,1
V1139 Cas,2015NewA...34..217L,W,0,0.2971033,-0.031622,12.8,,WD,0.632,PH,68.33,2.24,3.108275,0.035259,0.396657,0.320372,5933,6250,1.05,0.66,0.94,0.76,0.98,0.79,0,,3.429,0
V1167 Her,2011A&A...525A..66D,W,0,0.275205,,,,DC,0.662,SP,71.6,1.91,3.14,0.09342,0.396114,0.32761,4640,4900,0.74,0.49,0.81,0.67,0.273,0.232,1,,5.04,1
V1187 Her,2019PASP..131e4203C,W,1,0.310764595,-0.01296,,,WD,0.044,PH,65.9,,1.743,0.801022,0.586583,0.159558,6250,6651,,,,,,,1,175,,1
V1191 Cyg,2014NewA...31...14O,W,1,0.31338877,0.270432,,,PHOEBE,0.107,SP,80.76,2.183,1.939744,0.577083,0.541769,0.207822,6215,6378,1.283,0.137,1.292,0.503,2.25,0.38,0,278,4.446,1
V1197 Her,2020RAA....20...10Z,W,1,0.26268,-0.022291,,,WD,0.383,PH,82.7,1.76,2.60728,0.154471,0.44307,0.286458,4973,5113,0.77,0.3,0.83,0.54,0.38,0.18,0,,10.088,1
V1222 Tau,2015PASJ...67...74L,W,1,0.29173354,0.707616,,,WD,0.112,PH,80.2,1.851,1.957269,0.54077,0.538154,0.210309,5425,5600,0.9,0.1,1.06,0.42,0.878,0.157,0,,7.809,1
V1320 Cas,2019AJ....158..186K,W,1,0.34776174,,,,PHOEBE,0.284,PH,83.8,2.725,2.386493,0.245453,0.469565,0.267138,6010,6320,1.73,0.501,1.379,0.795,2.222,0.904,0,262,3.635,0
V1355 Tau,2018NewA...62...46K,A,1,0.2446698,,,,PHOEBE,0.468,PH,83.8,,2.766,0.169956,0.428124,0.303296,4835,4724,,,,,,,0,,,1
V1367 Tau,2017MNRAS.466.1118Z,W,0,0.347677962,,,,WD,0.235,PH,66.78,2.174,2.281176,0.249766,0.48325,0.253166,4918,5220,0.92,0.22,1.1,0.59,0.636,0.232,0,,7.388,0
V1542 Aqr,2004JAVSO..32...95W,A,1,0.4175361,,,,WD,0.171,PH,81.4,,2.098,0.554728,0.513899,0.240436,6773,6719,,,,,,,0,,,0
